Temperature,Humidity,WindSpeed,LightIntensity,FlowerDensity,PollenAvailability,Region,TimeOfDay,PollinatorActivity
22.64,75.39,5.24,922.9,52.47,13.63,Rural,Afternoon,Medium
31.4,52.79,0.47,1158.73,28.93,40.1,Forest,Morning,High
33.96,45.15,8.73,1035.26,47.34,43.09,Forest,Afternoon,High
19.11,68.11,4.98,1036.04,36.0,19.08,Urban,Afternoon,Medium
29.6,56.18,11.15,757.8,32.77,35.67,Forest,Morning,High
25.48,57.74,3.57,938.18,10.0,28.56,Urban,Morning,Medium
27.59,42.49,4.14,764.08,52.79,10.86,Rural,Evening,Medium
29.74,29.23,0.0,337.2,25.06,15.72,Rural,Evening,Medium
25.56,58.54,8.85,790.82,46.64,40.51,Rural,Afternoon,Medium
24.62,68.57,7.2,776.91,39.76,10.73,Forest,Afternoon,Medium
28.17,51.61,2.06,875.12,45.87,47.81,Urban,Evening,Medium
22.56,76.55,8.97,661.6,47.01,19.29,Forest,Evening,Low
22.57,44.44,13.14,471.56,53.87,40.81,Rural,Morning,Medium
31.4,39.18,6.92,896.95,35.44,21.94,Forest,Evening,Medium
22.26,53.99,9.34,306.02,74.85,33.0,Urban,Afternoon,Medium
31.33,53.76,9.37,1137.65,13.05,38.95,Urban,Evening,Medium
30.31,66.55,1.98,630.57,45.47,38.9,Rural,Evening,Medium
19.37,43.38,18.28,773.66,66.72,19.16,Rural,Evening,Medium
24.61,75.52,5.65,867.57,59.54,16.43,Rural,Evening,Medium
33.97,84.5,11.28,877.21,30.5,24.19,Forest,Afternoon,Medium
23.09,54.41,11.85,277.3,33.84,12.0,Urban,Evening,Low
25.68,73.75,7.3,947.23,29.86,27.39,Forest,Evening,Medium
30.31,39.15,11.03,790.95,61.98,16.79,Rural,Afternoon,Medium
31.92,71.13,9.23,509.42,35.2,35.83,Urban,Evening,Medium
26.74,70.71,0.91,475.1,55.1,19.3,Rural,Afternoon,Medium
25.01,67.95,6.34,599.78,55.29,7.58,Urban,Evening,Low
35.11,54.77,4.94,310.38,97.37,39.01,Urban,Evening,Medium
36.69,20.0,5.69,1200.0,56.27,26.83,Rural,Evening,High
32.89,45.37,1.48,1145.85,33.78,25.29,Urban,Morning,High
28.43,45.61,13.63,835.51,20.8,35.94,Urban,Evening,Low
23.96,40.33,16.01,632.98,44.48,33.72,Rural,Afternoon,Medium
23.85,56.83,12.89,640.87,47.62,17.38,Urban,Morning,Low
30.61,48.72,14.35,927.42,10.0,20.5,Rural,Evening,Medium
30.09,42.63,6.28,1200.0,35.72,13.87,Forest,Afternoon,High
35.01,39.12,4.82,528.88,55.95,10.36,Forest,Evening,Medium
31.25,44.27,4.11,364.72,39.35,30.79,Rural,Afternoon,Medium
20.48,71.82,11.22,1164.29,69.37,28.92,Urban,Evening,Medium
33.26,45.08,9.14,163.86,18.83,32.61,Forest,Afternoon,Medium
23.01,47.28,7.61,397.44,63.54,37.82,Rural,Afternoon,Medium
26.08,48.15,14.48,625.94,68.28,32.74,Rural,Morning,High
29.25,60.08,10.02,231.87,69.13,33.63,Urban,Morning,Medium
37.98,61.84,3.81,1033.64,18.68,4.22,Urban,Afternoon,Medium
40.0,20.0,4.6,957.07,56.29,21.93,Urban,Afternoon,High
31.03,70.32,11.41,527.56,36.62,34.65,Rural,Morning,Medium
27.08,76.55,13.21,1083.88,21.88,13.32,Forest,Afternoon,Medium
30.67,39.25,10.76,1134.79,41.72,25.92,Rural,Evening,Medium
32.44,40.42,17.48,666.05,31.9,30.19,Urban,Evening,Medium
26.4,48.25,16.18,564.8,68.42,29.43,Urban,Afternoon,Low
36.98,43.66,10.21,1200.0,60.26,28.69,Rural,Afternoon,High
29.15,58.36,3.81,916.35,26.95,30.99,Urban,Morning,High
30.49,25.8,1.45,776.9,35.52,26.81,Urban,Morning,High
31.33,38.23,6.06,1109.06,42.39,10.37,Rural,Afternoon,High
30.11,78.09,11.77,790.58,48.55,30.07,Forest,Evening,Medium
32.19,41.08,17.13,548.31,70.13,27.85,Urban,Morning,Medium
24.91,73.65,10.09,724.05,63.82,10.5,Forest,Evening,Low
25.21,60.33,13.84,1011.6,51.03,38.8,Forest,Evening,Medium
22.5,27.86,6.77,102.34,44.79,30.34,Forest,Evening,Medium
30.2,64.53,11.11,613.59,14.53,11.2,Forest,Evening,Low
31.89,53.23,12.12,1114.92,75.84,16.83,Urban,Morning,High
30.29,48.17,0.0,546.44,41.06,19.36,Urban,Afternoon,Medium
36.37,58.67,5.93,1163.83,81.1,19.35,Rural,Afternoon,High
27.97,62.12,12.75,1124.42,53.92,27.93,Urban,Morning,High
31.34,65.61,9.37,680.34,90.51,15.24,Rural,Evening,Medium
22.54,72.67,2.02,529.44,62.13,36.28,Forest,Afternoon,Medium
26.06,61.12,0.0,613.79,21.36,35.46,Rural,Afternoon,Medium
31.48,34.37,6.17,1200.0,37.71,31.19,Rural,Afternoon,High
32.25,47.9,7.64,1200.0,46.62,25.44,Urban,Evening,Medium
26.53,90.0,3.58,737.62,32.52,34.37,Rural,Afternoon,Medium
27.64,65.87,8.72,517.55,42.46,22.24,Forest,Morning,Medium
20.41,90.0,10.53,735.11,22.66,17.76,Urban,Afternoon,Medium
26.21,75.93,11.35,773.15,50.11,36.9,Urban,Afternoon,Medium
32.45,58.63,0.0,326.99,54.75,28.18,Urban,Morning,Medium
30.88,59.52,1.43,724.01,29.92,18.16,Forest,Evening,Medium
30.5,54.45,6.48,1096.72,88.81,20.82,Rural,Afternoon,High
28.25,28.93,10.86,160.19,51.27,17.64,Urban,Evening,Low
28.04,55.27,10.45,947.98,33.67,45.22,Rural,Evening,Medium
24.7,73.16,10.36,1112.44,17.41,25.04,Forest,Evening,Medium
31.49,46.01,6.08,531.83,51.2,26.58,Forest,Afternoon,High
30.1,61.18,6.36,1200.0,44.79,32.21,Forest,Afternoon,High
30.46,67.77,4.36,492.9,65.66,12.85,Urban,Morning,Medium
25.37,41.35,11.84,832.32,47.13,35.97,Urban,Evening,Low
17.23,48.23,3.4,607.97,26.13,18.92,Rural,Morning,Medium
33.49,39.73,12.25,607.9,83.41,43.3,Rural,Afternoon,High
25.61,42.67,9.04,514.81,58.71,21.87,Urban,Afternoon,Medium
23.69,35.69,7.77,909.57,44.92,35.38,Forest,Morning,High
31.47,41.49,4.72,954.64,53.29,0.03,Forest,Morning,Medium
26.04,76.29,1.22,680.67,59.48,13.25,Urban,Evening,Low
33.3,41.27,4.76,292.01,21.42,22.06,Rural,Afternoon,Medium
31.09,56.9,6.35,820.95,53.15,4.69,Forest,Evening,Medium
31.42,47.46,0.0,826.6,41.0,31.01,Urban,Evening,Medium
21.17,72.68,7.01,634.99,60.15,28.13,Rural,Afternoon,Medium
34.06,74.67,12.62,1200.0,35.2,15.09,Rural,Afternoon,High
29.31,67.96,10.84,230.82,37.91,24.84,Forest,Evening,Low
26.15,59.59,5.52,100.0,83.26,33.06,Forest,Morning,Medium
28.72,51.53,8.23,480.75,74.62,3.97,Forest,Afternoon,Medium
19.12,37.12,5.22,913.13,10.0,12.27,Forest,Evening,Low
30.04,84.15,8.74,383.25,73.14,21.65,Rural,Morning,Medium
22.85,43.6,15.7,405.71,48.53,25.24,Urban,Evening,Low
21.24,64.95,12.84,985.31,35.84,24.41,Rural,Afternoon,Medium
20.39,70.89,10.6,838.76,29.86,33.89,Forest,Morning,Medium
33.56,46.67,5.54,813.12,31.02,29.77,Urban,Morning,Medium
24.85,70.57,11.75,934.43,36.4,31.97,Rural,Morning,Medium
35.67,66.46,0.0,572.44,27.46,11.1,Urban,Afternoon,Medium
25.32,80.92,6.74,586.3,22.91,26.45,Rural,Afternoon,Medium
19.46,47.96,10.92,942.93,29.19,21.93,Urban,Evening,Low
22.42,35.71,11.7,296.53,56.47,39.62,Rural,Evening,Medium
34.18,47.42,11.35,100.0,51.0,26.74,Rural,Afternoon,Medium
27.22,58.13,9.47,570.01,61.12,18.31,Forest,Evening,Medium
25.26,55.87,7.02,979.26,48.67,33.53,Rural,Morning,High
28.8,49.1,10.69,776.67,23.87,30.63,Forest,Afternoon,Medium
30.51,26.36,3.24,957.19,59.89,16.78,Rural,Afternoon,High
33.59,62.06,3.78,100.0,29.91,21.52,Urban,Evening,Low
35.24,84.59,8.31,794.65,62.93,21.69,Urban,Afternoon,High
26.2,61.96,8.87,896.16,26.68,37.27,Forest,Morning,Medium
21.37,64.14,0.0,294.76,36.25,27.03,Rural,Afternoon,Low
25.93,63.59,10.28,958.62,42.77,32.27,Forest,Morning,High
29.3,60.96,11.86,666.54,63.49,20.07,Urban,Afternoon,Medium
23.18,68.97,7.61,1200.0,53.52,28.35,Rural,Afternoon,High
23.21,60.93,19.87,100.0,50.4,38.03,Forest,Afternoon,Low
29.72,50.31,4.59,1110.73,87.71,21.39,Urban,Evening,High
27.76,43.06,6.19,581.75,13.26,26.15,Urban,Evening,Low
28.16,51.27,6.02,214.85,29.23,11.37,Rural,Morning,Medium
24.21,59.71,7.62,541.91,28.38,17.34,Rural,Evening,Low
26.85,50.26,6.36,783.24,14.59,21.66,Rural,Afternoon,Medium
23.38,59.72,0.97,1011.24,35.61,14.39,Forest,Evening,Medium
32.45,61.59,5.27,1200.0,63.76,38.22,Forest,Evening,Medium
33.18,67.5,7.51,1126.57,38.17,16.62,Rural,Morning,High
18.77,74.24,14.14,410.39,43.34,32.87,Rural,Afternoon,Low
23.35,56.17,19.01,1039.05,15.55,26.87,Rural,Morning,Medium
20.52,35.38,14.68,817.39,34.07,25.31,Urban,Evening,Low
24.75,49.82,4.12,503.62,40.77,39.86,Rural,Afternoon,Medium
27.58,55.66,4.52,636.43,62.85,2.39,Forest,Morning,High
20.75,27.46,7.2,487.05,16.5,23.04,Urban,Morning,Low
23.39,75.83,16.92,711.13,40.9,14.2,Rural,Afternoon,Low
22.98,57.14,7.17,481.1,71.74,5.39,Forest,Morning,Medium
29.04,60.72,1.36,391.6,41.1,13.05,Urban,Morning,Medium
28.35,75.48,5.49,843.74,10.0,25.17,Urban,Morning,Medium
24.39,45.55,11.79,888.62,75.58,17.75,Forest,Evening,Medium
28.88,63.61,11.45,643.72,64.7,33.97,Forest,Morning,High
25.27,53.35,7.0,1110.3,67.39,22.86,Urban,Evening,Medium
26.64,52.24,11.42,621.87,15.12,21.75,Forest,Morning,Medium
36.37,43.42,0.0,609.17,80.25,21.8,Urban,Morning,High
34.7,79.98,8.52,898.15,34.53,24.02,Urban,Morning,High
21.5,49.37,12.3,660.27,39.81,20.82,Urban,Morning,Medium
32.15,65.49,3.84,725.44,35.94,16.49,Urban,Afternoon,Medium
32.06,26.87,3.82,100.0,68.94,34.89,Rural,Evening,Medium
22.26,72.7,0.0,705.01,46.4,18.76,Forest,Afternoon,Medium
32.09,70.78,15.95,151.84,59.63,21.16,Rural,Afternoon,Low
35.69,56.46,4.4,333.71,51.52,29.29,Rural,Afternoon,High
22.39,51.6,9.21,299.4,48.1,28.19,Rural,Afternoon,Low
23.41,61.0,11.02,387.23,31.06,16.07,Rural,Morning,Low
33.09,89.33,15.56,535.34,86.24,32.55,Urban,Morning,Medium
29.36,28.55,7.23,554.05,20.73,30.38,Urban,Afternoon,Medium
30.76,66.73,5.3,899.28,58.25,26.78,Urban,Afternoon,Medium
29.7,41.33,8.87,766.72,57.53,20.69,Urban,Evening,Low
29.95,54.7,14.42,129.68,73.09,20.93,Rural,Afternoon,Medium
21.37,51.28,7.15,724.99,77.76,22.98,Urban,Morning,Medium
33.24,48.58,3.23,795.48,47.25,12.68,Rural,Evening,Medium
33.85,54.84,0.3,601.43,60.61,24.61,Urban,Afternoon,High
26.85,37.99,1.89,681.73,85.3,33.92,Forest,Evening,Medium
27.78,70.44,12.32,757.09,48.7,33.76,Forest,Afternoon,High
20.34,28.09,6.4,929.38,28.67,21.19,Forest,Evening,Medium
30.57,63.1,4.96,227.54,42.31,35.64,Forest,Evening,Medium
30.86,50.1,4.42,626.7,23.91,44.06,Urban,Morning,Medium
27.69,37.44,8.43,1152.5,57.44,21.84,Forest,Evening,Medium
33.62,58.04,6.8,1125.0,71.29,31.92,Forest,Afternoon,High
26.33,31.65,6.63,955.28,47.58,2.37,Rural,Evening,Medium
30.82,55.6,14.75,861.05,17.58,12.42,Forest,Afternoon,Medium
22.9,33.66,15.69,1196.39,70.43,25.91,Urban,Afternoon,Medium
27.88,61.92,0.0,1200.0,14.47,14.93,Rural,Morning,High
27.13,41.13,9.64,661.28,19.08,45.39,Urban,Evening,Low
29.13,48.24,4.12,409.17,46.43,30.98,Rural,Morning,Medium
26.15,59.41,6.76,618.91,55.04,34.66,Urban,Afternoon,Medium
27.34,43.41,9.55,1200.0,58.44,24.71,Forest,Evening,High
32.13,54.13,6.94,229.19,48.68,14.97,Rural,Evening,Low
25.82,32.29,9.15,558.84,85.2,19.81,Forest,Afternoon,Medium
19.97,64.46,11.36,276.19,51.3,27.54,Urban,Morning,Low
36.75,81.47,9.47,737.43,70.69,18.62,Urban,Morning,High
34.91,90.0,4.77,339.19,65.74,31.71,Rural,Evening,Medium
21.54,56.37,4.85,667.37,24.14,32.11,Urban,Morning,Medium
31.45,66.82,0.8,114.97,46.61,25.05,Urban,Evening,Low
25.49,28.29,3.73,885.29,92.47,6.74,Rural,Morning,High
29.32,77.54,17.81,1066.7,39.91,42.15,Forest,Afternoon,High
29.47,66.64,4.04,584.82,36.51,22.87,Rural,Afternoon,Medium
26.83,47.74,2.03,659.46,53.41,50.0,Urban,Afternoon,Medium
24.08,73.56,9.6,650.98,40.63,31.53,Urban,Evening,Low
24.55,51.18,7.45,754.27,34.13,22.9,Rural,Evening,Medium
23.42,48.13,7.02,688.55,40.33,29.48,Rural,Afternoon,Medium
23.84,62.13,15.05,930.44,78.64,4.81,Forest,Afternoon,Medium
27.66,39.05,10.75,1069.91,47.27,35.26,Urban,Morning,High
24.42,70.32,5.35,455.78,23.44,50.0,Urban,Afternoon,Medium
31.41,39.16,5.88,607.2,19.77,4.11,Forest,Afternoon,High
35.44,39.25,5.49,970.49,94.14,22.13,Rural,Afternoon,High
25.1,41.35,12.37,273.5,45.53,23.95,Rural,Evening,Low
29.2,66.39,6.46,108.78,58.69,33.75,Forest,Evening,Medium
30.5,45.75,0.0,767.89,34.57,46.06,Rural,Afternoon,Medium
30.36,34.78,7.76,848.9,56.42,28.83,Forest,Morning,High
28.38,45.91,0.31,483.31,79.19,46.42,Rural,Morning,High
31.71,54.52,18.92,526.4,36.95,26.7,Rural,Afternoon,Medium
30.41,37.29,3.17,471.94,59.17,29.51,Rural,Evening,Medium
21.81,37.72,7.19,439.92,21.89,28.28,Forest,Afternoon,Medium
32.35,86.67,9.29,908.05,90.46,37.2,Forest,Morning,High
32.44,42.09,6.56,345.85,55.37,20.78,Forest,Evening,Medium
24.18,50.15,6.55,620.34,41.74,33.18,Urban,Evening,Low
28.19,49.49,10.11,428.4,44.04,12.69,Urban,Evening,Low
31.42,48.68,15.63,263.41,39.8,22.15,Forest,Afternoon,Medium
26.95,64.32,11.84,961.05,40.82,18.63,Urban,Afternoon,Medium
33.36,69.22,15.39,544.05,10.0,25.88,Urban,Afternoon,Medium
39.82,50.41,2.77,756.53,48.04,21.84,Rural,Morning,High
24.07,36.45,9.59,247.58,47.2,36.32,Rural,Evening,Low
21.09,74.12,8.78,477.42,59.77,16.21,Rural,Evening,Low
29.52,53.57,9.76,926.83,39.54,7.69,Urban,Morning,Medium
31.61,80.95,14.88,1200.0,34.58,11.43,Urban,Morning,Medium
26.85,21.32,6.9,107.14,49.84,34.94,Forest,Evening,Medium
35.27,57.93,5.97,639.67,17.75,15.3,Urban,Evening,Medium
21.31,83.78,10.67,823.68,52.87,28.98,Urban,Morning,Medium
31.46,49.7,0.0,515.17,12.76,22.05,Forest,Afternoon,Medium
24.97,51.62,6.82,954.86,72.42,33.24,Forest,Afternoon,High
36.6,59.43,7.33,439.98,63.69,22.69,Forest,Afternoon,High
37.96,46.62,3.4,746.15,31.48,50.0,Rural,Morning,High
24.17,50.32,13.29,543.38,63.22,43.98,Forest,Evening,Medium
25.25,49.93,2.69,1065.83,52.23,21.85,Rural,Morning,High
32.3,45.59,7.32,497.09,29.82,20.48,Urban,Afternoon,Medium
26.06,73.43,9.47,594.44,10.0,50.0,Urban,Afternoon,Medium
27.77,61.92,14.77,983.71,56.33,14.21,Rural,Afternoon,Medium
28.13,58.76,7.95,391.59,34.11,24.45,Rural,Morning,Medium
18.4,67.13,12.68,720.63,71.9,25.22,Rural,Morning,Medium
27.93,51.03,11.5,153.24,50.28,24.98,Urban,Afternoon,Low
24.55,43.39,8.62,373.62,36.01,7.61,Urban,Afternoon,Low
25.53,45.96,2.55,814.64,85.96,29.97,Forest,Evening,Medium
35.22,55.03,0.83,402.79,61.53,15.3,Forest,Morning,High
21.72,39.11,8.53,536.63,10.0,39.36,Urban,Evening,Low
32.07,47.5,5.29,847.93,40.27,10.44,Forest,Afternoon,Medium
26.61,47.26,12.6,526.24,22.32,25.59,Forest,Afternoon,Medium
26.6,86.87,11.73,946.85,34.0,2.84,Rural,Afternoon,Medium
31.95,20.0,7.08,764.7,47.11,3.46,Urban,Evening,Medium
29.7,52.31,2.21,830.7,57.08,16.61,Rural,Morning,Medium
30.85,80.89,10.55,1072.29,55.23,18.02,Urban,Morning,High
32.84,56.83,2.91,795.95,71.56,39.66,Urban,Evening,High
26.34,66.3,4.21,1161.65,62.73,24.59,Rural,Morning,High
24.94,56.5,3.1,973.38,61.49,37.92,Urban,Evening,Medium
22.57,44.99,7.31,542.96,54.03,21.2,Rural,Evening,Low
23.87,21.37,13.85,1087.94,75.74,31.06,Rural,Morning,High
40.0,58.08,7.97,779.16,43.67,17.75,Urban,Morning,High
34.22,43.37,5.78,581.6,44.19,17.07,Urban,Evening,Medium
21.24,42.99,0.37,783.52,11.89,6.79,Rural,Morning,Medium
21.39,47.52,10.76,1033.7,71.12,28.36,Forest,Morning,High
30.41,81.17,4.1,836.51,48.46,27.62,Forest,Evening,Medium
30.74,90.0,8.59,1200.0,100.0,32.77,Urban,Afternoon,High
30.74,58.26,6.23,1025.96,41.89,27.15,Urban,Evening,Medium
26.73,48.03,12.19,856.95,51.77,45.26,Forest,Morning,High
27.37,37.34,7.21,392.18,60.93,26.76,Urban,Afternoon,Medium
29.64,62.03,7.71,646.08,27.96,34.92,Urban,Morning,Medium
28.43,81.74,10.43,721.5,57.17,21.76,Forest,Evening,Medium
16.9,51.29,18.53,908.99,50.69,15.92,Urban,Evening,Low
26.85,20.0,12.44,891.2,43.93,32.18,Forest,Evening,Medium
23.74,65.05,7.56,750.86,73.45,24.11,Forest,Afternoon,Medium
28.88,69.78,8.02,736.1,31.93,33.32,Forest,Morning,High
40.0,31.21,5.38,916.14,55.5,28.53,Urban,Afternoon,High
29.84,57.65,3.25,442.42,79.09,17.07,Rural,Evening,Medium
26.43,61.77,5.24,1200.0,35.87,35.74,Rural,Morning,High
32.61,53.9,4.14,100.0,44.06,16.29,Rural,Evening,Low
30.41,43.14,11.27,1136.62,96.91,31.25,Urban,Morning,High
30.1,70.24,2.64,686.44,59.49,37.82,Urban,Afternoon,Medium
31.03,48.95,14.67,1000.77,39.88,21.15,Urban,Afternoon,Medium
38.28,32.72,11.76,809.15,66.05,36.56,Urban,Afternoon,High
22.35,24.26,8.1,803.81,38.64,28.98,Rural,Afternoon,Medium
30.37,73.91,8.0,866.28,18.7,33.52,Forest,Morning,Medium
23.37,64.25,5.21,942.72,77.45,16.63,Urban,Morning,High
30.78,56.32,9.35,601.35,27.94,27.14,Urban,Afternoon,Medium
23.41,48.4,13.44,1010.44,99.03,10.92,Urban,Afternoon,Medium
25.91,47.07,4.48,374.66,40.21,42.11,Forest,Morning,Medium
26.52,38.86,0.33,698.4,92.67,4.86,Rural,Evening,Medium
32.88,48.53,11.52,950.79,22.63,21.45,Urban,Afternoon,High
32.59,23.2,9.62,998.51,70.51,15.68,Rural,Morning,High
21.77,43.96,2.4,838.24,59.99,31.75,Urban,Afternoon,Medium
28.27,50.34,4.33,581.98,66.75,44.24,Rural,Morning,High
24.45,64.15,3.7,969.01,69.36,31.55,Urban,Afternoon,High
21.71,54.4,4.38,499.19,40.05,50.0,Rural,Afternoon,Medium
26.91,66.92,6.38,1200.0,23.82,11.22,Urban,Evening,Medium
26.46,75.24,6.67,674.6,48.98,11.99,Urban,Evening,Low
40.0,70.87,4.75,238.11,54.46,16.07,Rural,Evening,Medium
30.16,62.06,4.21,341.59,40.56,26.21,Rural,Evening,Low
21.11,55.18,6.86,713.09,55.55,14.73,Forest,Afternoon,Medium
25.18,40.29,8.84,741.95,56.59,17.48,Forest,Afternoon,High
33.11,66.1,6.42,1200.0,31.8,31.2,Forest,Evening,Medium
38.44,80.2,13.79,388.45,57.9,12.61,Forest,Evening,Medium
20.07,60.13,10.54,711.84,44.66,13.67,Rural,Afternoon,Low
18.6,83.76,0.05,382.17,36.0,21.01,Forest,Morning,Medium
37.35,32.12,10.62,552.2,65.75,21.96,Urban,Evening,Medium
29.95,37.69,11.03,1200.0,34.46,35.1,Rural,Morning,High
23.66,67.83,5.83,359.1,40.87,15.99,Urban,Afternoon,Low
30.67,58.96,0.52,876.11,51.44,17.8,Forest,Morning,High
14.82,74.71,8.04,817.87,77.49,30.82,Forest,Evening,Medium
28.02,54.77,7.96,692.75,53.86,33.01,Forest,Evening,Medium
29.64,41.98,2.39,855.83,60.57,39.29,Rural,Evening,High
32.62,51.8,0.74,351.99,44.05,29.69,Urban,Evening,Medium
22.93,32.01,7.56,1196.9,48.43,26.3,Urban,Evening,Medium
28.43,38.07,6.83,1200.0,49.02,30.75,Rural,Afternoon,High
23.37,69.59,5.91,714.13,55.87,22.33,Forest,Morning,Medium
29.28,68.09,7.58,1200.0,44.08,22.25,Forest,Afternoon,High
23.52,60.45,2.49,580.29,76.8,7.26,Rural,Afternoon,Medium
25.96,29.18,5.83,820.13,42.54,33.93,Urban,Afternoon,Medium
23.02,49.62,10.67,1129.57,15.86,27.11,Urban,Morning,Medium
31.26,36.63,6.25,562.3,100.0,32.77,Urban,Morning,High
32.29,72.65,0.0,285.54,43.45,0.0,Urban,Afternoon,Medium
26.83,46.24,5.64,216.48,76.26,24.53,Forest,Morning,Medium
28.19,38.71,2.65,1200.0,78.1,16.44,Forest,Afternoon,High
20.76,55.45,9.34,541.29,68.9,40.01,Rural,Afternoon,Medium
26.5,45.4,9.59,644.28,46.04,31.14,Rural,Evening,Low
27.75,77.26,0.0,366.17,55.73,27.34,Rural,Morning,Medium
40.0,43.98,11.8,984.5,24.51,20.68,Forest,Evening,High
22.44,34.01,2.44,465.53,89.8,28.97,Forest,Afternoon,Medium
35.32,22.71,15.8,552.62,32.96,15.72,Forest,Afternoon,Medium
32.98,54.54,7.76,789.86,44.92,24.0,Rural,Afternoon,High
29.4,46.57,1.77,380.79,51.98,19.22,Forest,Evening,Medium
36.79,33.57,2.29,646.43,47.85,47.66,Urban,Evening,Medium
29.86,72.84,9.74,1120.66,36.86,39.7,Forest,Afternoon,High
29.95,65.01,6.04,828.48,77.89,35.63,Urban,Evening,Medium
27.73,54.58,7.52,739.16,69.01,10.1,Urban,Afternoon,Medium
34.12,75.46,16.06,764.46,56.44,33.64,Urban,Afternoon,Medium
33.48,64.94,4.5,583.26,42.01,26.88,Forest,Evening,Medium
24.87,42.66,8.3,1200.0,71.29,37.23,Rural,Morning,High
21.4,39.41,15.1,456.35,40.71,28.22,Urban,Afternoon,Low
26.99,67.27,9.35,763.28,81.41,24.93,Urban,Afternoon,Medium
24.0,60.95,0.0,734.51,52.22,27.34,Forest,Evening,Medium
27.68,57.55,10.53,1002.63,74.6,6.94,Forest,Evening,Medium
34.19,42.3,2.18,1030.95,47.72,17.33,Urban,Evening,Medium
25.71,64.12,15.03,690.39,51.43,28.73,Rural,Afternoon,Medium
27.79,43.67,3.89,787.2,74.51,36.39,Forest,Morning,High
28.29,53.47,22.85,798.56,93.88,19.5,Urban,Morning,Medium
32.24,76.7,15.34,100.0,81.21,24.59,Rural,Morning,Medium
16.77,45.09,4.02,223.3,67.54,8.99,Forest,Afternoon,Medium
24.97,31.41,8.1,518.48,61.79,39.59,Rural,Evening,Medium
29.06,39.21,11.77,531.52,39.86,36.14,Urban,Morning,Medium
34.0,69.91,11.92,340.22,55.9,31.52,Rural,Morning,Medium
25.54,58.82,10.21,924.87,31.74,29.07,Urban,Morning,Medium
18.62,53.07,14.26,700.64,57.52,40.53,Forest,Afternoon,Medium
31.1,47.36,7.39,635.59,58.8,16.95,Urban,Evening,Medium
24.82,62.28,6.17,323.15,10.78,15.87,Urban,Evening,Low
22.05,42.26,6.27,686.64,50.77,35.62,Forest,Evening,Medium
24.88,59.58,12.29,100.0,58.3,34.94,Urban,Evening,Low
27.08,44.03,9.83,651.11,48.33,13.07,Rural,Morning,Medium
24.98,41.54,9.46,718.96,57.16,19.69,Forest,Evening,Medium
16.97,45.44,11.98,772.57,23.17,41.89,Rural,Morning,Medium
32.49,49.37,0.0,230.77,34.48,29.12,Forest,Afternoon,Medium
34.37,54.27,9.55,767.45,70.7,32.87,Urban,Afternoon,High
31.26,58.53,9.09,387.57,50.01,13.41,Rural,Afternoon,Medium
22.31,20.0,16.34,456.26,56.8,31.57,Forest,Evening,Medium
26.99,42.89,0.36,915.38,39.07,10.8,Rural,Evening,Medium
27.97,49.13,15.79,1200.0,50.39,5.2,Forest,Morning,High
30.99,77.58,8.38,715.41,10.0,32.27,Forest,Evening,Medium
31.34,38.8,10.44,454.87,66.92,39.34,Rural,Afternoon,Medium
24.33,57.44,16.38,756.6,86.16,22.46,Rural,Evening,Medium
28.41,77.43,10.8,981.71,28.7,19.53,Rural,Morning,Medium
30.29,35.31,10.0,886.3,31.19,42.11,Rural,Afternoon,Medium
35.28,60.91,9.21,1200.0,58.82,23.05,Forest,Afternoon,High
31.52,42.97,5.58,485.4,79.48,24.34,Rural,Morning,Medium
31.95,47.43,7.86,775.67,49.96,41.94,Rural,Afternoon,High
28.42,42.95,4.42,1164.68,25.41,21.46,Rural,Morning,High
35.05,44.02,7.78,1145.85,45.83,18.46,Rural,Morning,High
30.05,90.0,0.0,114.98,29.4,33.16,Rural,Evening,Low
23.69,67.67,10.15,698.99,36.62,17.88,Rural,Afternoon,Medium
35.02,71.53,7.39,1145.36,43.92,23.55,Urban,Evening,High
31.49,62.38,6.32,1200.0,31.41,11.81,Urban,Evening,Medium
25.78,30.91,9.1,911.14,34.44,26.85,Forest,Morning,High
25.6,60.92,0.83,589.64,51.49,25.68,Rural,Morning,Medium
29.48,71.09,17.65,397.24,54.3,34.68,Rural,Evening,Low
30.32,42.2,7.49,1200.0,21.52,33.57,Forest,Morning,High
28.99,69.48,7.27,918.62,57.93,30.52,Rural,Afternoon,High
29.56,65.57,3.17,445.58,42.36,28.94,Rural,Afternoon,Medium
36.5,82.78,8.12,639.05,64.41,24.27,Rural,Evening,Medium
33.36,48.73,14.93,793.06,65.61,31.1,Urban,Afternoon,High
28.95,38.54,13.18,863.14,39.11,13.88,Rural,Evening,Medium
32.71,49.58,12.27,430.11,62.28,1.51,Urban,Afternoon,Medium
22.84,76.53,10.73,515.74,33.26,36.62,Rural,Morning,Medium
29.99,27.57,6.21,204.12,76.48,31.74,Rural,Afternoon,Medium
37.05,23.97,0.75,1011.93,34.02,23.73,Forest,Morning,High
26.91,56.34,6.99,597.51,57.05,35.75,Forest,Evening,Medium
23.76,48.36,6.82,839.9,46.25,17.69,Rural,Afternoon,Medium
24.74,55.12,13.24,1126.68,29.66,17.95,Rural,Morning,Medium
22.55,69.18,9.55,765.96,68.02,16.56,Rural,Morning,Medium
24.08,46.71,16.06,666.11,37.72,30.68,Urban,Evening,Low
26.15,26.9,13.99,758.18,16.0,9.17,Rural,Evening,Low
